gene_name gene zscore effect_size pvalue var_g pred_perf_r2 pred_perf_pval pred_perf_qval n_snps_used n_snps_in_cov n_snps_in_model tissue ENSG CHR START_POS END_POS arm_vector
DNAH1 ENSG00000114841 -4.71860865651282 -0.0718067432767184 2.37463125791624e-06 0.13345625546655 0.153091526409144 8.60747839268373e-08 7.00340343075435e-07 26 28 28 Brain_Cerebellar_Hemisphere ENSG00000114841 3 52350335 52434507 3p21.1
ENSR00000152663 ENSR00000152663 5.41867024853843 0.259166496098254 6.0043945429583e-08 0.0121800165185043 0.05040886950971 0.0136898106617428 0.018830296175744 24 32 32 Brain_Cerebellum ENSR00000152663 3 53330318 53330665 3p21.1
GLT8D1 ENSG00000016864 -6.69672929380104 -0.197418796711821 2.13135915172602e-11 0.0295689260595828 0.0263883564628234 0.0208985728844686 0.0811413346241215 9 11 11 Brain_Nucleus_accumbens_basal_ganglia ENSG00000016864 3 52728504 52740048 3p21.1
GLYCTK ENSG00000168237 -9.55956945578165 -0.299508750646687 1.18247594101263e-21 0.027964629994328 0.0243356511822445 0.0392534181813177 0.146534857207911 13 13 13 Brain_Frontal_Cortex_BA9 ENSG00000168237 3 52321105 52329273 3p21.1
GLYCTK ENSG00000168237 -8.67807445342749 -0.240240413846513 4.02525512380449e-18 0.0352820830232352 0.0863504618023176 0.000127695717233046 0.00126267421490554 5 6 6 Brain_Hippocampus ENSG00000168237 3 52321105 52329273 3p21.1
GLYCTK ENSG00000168237 -6.66072856133353 -0.128183099431257 2.72473466225765e-11 0.0745625182178901 0.142854434488577 2.51340807650639e-07 1.92290077537658e-06 8 9 9 Brain_Cerebellar_Hemisphere ENSG00000168237 3 52321105 52329273 3p21.1
GLYCTK ENSG00000168237 -8.57959337531293 -0.235369138832547 9.52091055461074e-18 0.0371368068033805 0.037703754140291 0.00527473506094345 0.0212558661428997 16 18 18 Brain_Cortex ENSG00000168237 3 52321105 52329273 3p21.1
GLYCTK ENSG00000168237 -7.82947865382353 -0.132845995197621 4.89897157340308e-15 0.0985946711635809 0.114961621790559 2.65838799591275e-05 0.000312825316244446 24 25 25 Brain_Anterior_cingulate_cortex_BA24 ENSG00000168237 3 52321105 52329273 3p21.1
GLYCTK ENSG00000168237 -9.43835736992523 -0.150338224727164 3.78668906941367e-21 0.107092922602158 0.140924221406654 2.13468221895969e-08 1.43480994102411e-07 14 15 15 Brain_Cerebellum ENSG00000168237 3 52321105 52329273 3p21.1
GNL3 ENSG00000163938 -9.0897792375565 -0.0981900022824403 9.92403538818533e-20 0.237929269881692 0.333883509817153 5.18829863946932e-20 1.07722627834916e-18 29 33 33 Brain_Cerebellum ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -9.10055759163586 -0.253535433474853 8.98692444421929e-20 0.0342959821565201 0.0595394369539479 0.00113749504773193 0.00666836096540571 9 10 10 Brain_Frontal_Cortex_BA9 ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -9.7305490519171 -0.169366088316169 2.23383934912895e-22 0.089312964094542 0.230564283451263 1.76553745644217e-11 2.24818990465728e-10 10 11 11 Brain_Cerebellar_Hemisphere ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -9.23485445957296 -0.17967435579476 2.58637384478952e-20 0.0754825309484495 0.0959874520553457 3.93338478189767e-05 0.000327186097766942 20 22 22 Brain_Putamen_basal_ganglia ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -8.16021233370411 -0.124480537567353 3.34436150081433e-16 0.112468158531996 0.143208910610946 3.61417099515608e-07 5.89768256934385e-06 31 33 33 Brain_Hypothalamus ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -6.40841380843685 -0.158552772947298 1.47041366709697e-10 0.0508100053031593 0.0922260494549833 1.67253495751016e-05 0.000123806717414843 13 15 15 Brain_Caudate_basal_ganglia ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -8.89392778681253 -0.409769346127848 5.89860356623342e-19 0.0122933833753001 0.0397964615547962 0.0102023189445899 0.059304190283675 5 6 6 Brain_Hippocampus ENSG00000163938 3 52715172 52728513 3p21.1
GNL3 ENSG00000163938 -10.0616964781873 -0.344637211030056 8.15802538316305e-24 0.0226912121800171 0.0453124788448006 0.00218138267072252 0.00953730303453128 5 5 5 Brain_Cortex ENSG00000163938 3 52715172 52728513 3p21.1
ITIH4 ENSG00000055955 4.61174556218021 0.0604672819718602 3.99301575946804e-06 0.153103210848471 0.206665128898806 3.75593186810777e-07 1.16055470715607e-05 18 20 20 Brain_Substantia_nigra ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 6.46292163845448 0.0619186691293262 1.02700482833125e-10 0.290941552580562 0.363913372335296 6.16476620925138e-16 3.85512071798472e-14 21 21 21 Brain_Anterior_cingulate_cortex_BA24 ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 6.13562790275499 0.0634740863214578 8.48234878722242e-10 0.262254079317098 0.365958020458648 9.49600879373925e-21 4.29554878937963e-19 19 19 19 Brain_Caudate_basal_ganglia ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 4.95583379634638 0.0505372056394619 7.2020762116568e-07 0.249564901627768 0.415369356022781 4.23493619805036e-25 3.27215236350467e-23 16 17 17 Brain_Nucleus_accumbens_basal_ganglia ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 5.16386061023381 0.0618751536479836 2.41907866029733e-07 0.185147868907351 0.277285486910443 3.74022124948533e-13 1.59554612850221e-11 21 23 23 Brain_Hippocampus ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 7.36824932571158 0.0832969792068907 1.72883236289559e-13 0.213853603587313 0.313387438907987 9.44468519488863e-12 4.16044360483702e-10 12 14 14 Brain_Spinal_cord_cervical_c-1 ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 7.45256882423815 0.122574845091823 9.15400757195248e-14 0.100851142100273 0.275139360712231 1.76646793584998e-10 8.74252649022234e-09 10 11 11 Brain_Amygdala ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 6.75807540872905 0.0691808700562224 1.39836750403789e-11 0.252604225762031 0.371496993547354 1.14092986297495e-18 6.65968629500294e-17 19 21 21 Brain_Putamen_basal_ganglia ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 4.72605549205849 0.0396919577162342 2.28923113880233e-06 0.359574820876845 0.433188380100156 7.95466402745503e-27 5.09171253830544e-25 34 34 34 Brain_Cortex ENSG00000055955 3 52846978 52864704 3p21.1
ITIH4 ENSG00000055955 6.44029172585213 0.0839795135798917 1.19244083140806e-10 0.15798648037991 0.285247232739007 6.36701278426169e-14 2.68730976958003e-12 15 16 16 Brain_Hypothalamus ENSG00000055955 3 52846978 52864704 3p21.1
NEK4 ENSG00000114904 -6.62637587957977 -0.160626225256355 3.44028486614737e-11 0.0458162825182395 0.0398409883708174 0.00411352705626886 0.0169739584407163 21 21 21 Brain_Cortex ENSG00000114904 3 52742460 52804962 3p21.1
NEK4 ENSG00000114904 -8.33016430154898 -0.193511794958452 8.07302365624321e-17 0.053933893067411 0.113734985069302 5.93472426515068e-07 3.38981760679668e-06 14 15 15 Brain_Cerebellum ENSG00000114904 3 52742460 52804962 3p21.1
NEK4 ENSG00000114904 -7.12448186243275 -0.163081743209932 1.04472945830893e-12 0.0548372400665455 0.0799648883658221 0.000149611232550403 0.000745756662539907 17 20 20 Brain_Cerebellar_Hemisphere ENSG00000114904 3 52742460 52804962 3p21.1
NEK4 ENSG00000114904 -8.19813244724308 -0.232570101397985 2.44150270085975e-16 0.0363033753779449 0.0816740723849055 0.00117901246840894 0.0103784908686251 16 18 18 Brain_Spinal_cord_cervical_c-1 ENSG00000114904 3 52742460 52804962 3p21.1
NISCH ENSG00000010322 -6.62849564806576 -0.161588516619547 3.39125119723828e-11 0.0502667584644957 0.0349149507593507 0.00908620596330595 0.0377813924583343 15 16 16 Brain_Caudate_basal_ganglia ENSG00000010322 3 52489134 52527084 3p21.1
NT5DC2 ENSG00000168268 -8.01790776721807 -0.344312457427036 1.07561522006054e-15 0.0140882646080102 0.0488143582757086 0.00716234076605222 0.0438619205670163 3 3 3 Brain_Anterior_cingulate_cortex_BA24 ENSG00000168268 3 52558401 52569070 3p21.1
NT5DC2 ENSG00000168268 -5.19250627379633 -0.102397528276786 2.0748187654958e-07 0.0818549577797422 0.144238804923181 1.95042125418498e-08 1.93979603181496e-07 22 22 22 Brain_Cortex ENSG00000168268 3 52558401 52569070 3p21.1
PRKCD ENSG00000163932 -5.5801517406084 -0.30967674654912 2.40308847782933e-08 0.00938178870933687 0.0280279955922634 0.017242777362358 0.0684707974948635 8 10 10 Brain_Nucleus_accumbens_basal_ganglia ENSG00000163932 3 53190025 53226733 3p21.1
SFMBT1 ENSG00000163935 4.83349910120791 0.0938007320016996 1.34153885026474e-06 0.0743705035686967 0.0893518104770401 1.10049088722778e-05 5.32022206674304e-05 18 19 19 Brain_Cerebellum ENSG00000163935 3 52937588 53080766 3p21.1
SFMBT1 ENSG00000163935 5.57924726313202 0.198078267019484 2.41561651713491e-08 0.0209853530618094 0.024593547886387 0.0382140327842814 0.113293881512719 8 8 8 Brain_Cerebellar_Hemisphere ENSG00000163935 3 52937588 53080766 3p21.1
SPCS1 ENSG00000114902 5.51283323479089 0.209636335927872 3.53102775413096e-08 0.0188905999346743 0.028165538074658 0.0161594959966388 0.0575226548744375 12 14 14 Brain_Cortex ENSG00000114902 3 52738971 52745164 3p21.1
SPCS1 ENSG00000114902 6.92019614593136 0.182145145512491 4.51018724629871e-12 0.0392446638636117 0.0568374959900989 0.00148727584665127 0.00847100840462823 10 10 10 Brain_Frontal_Cortex_BA9 ENSG00000114902 3 52738971 52745164 3p21.1
STIMATE ENSG00000213533 6.4177252741878 0.35219339796558 1.38325583954227e-10 0.00928731997727272 0.0399719209205126 0.0231076813447316 0.148194269009263 2 3 3 Brain_Amygdala ENSG00000213533 3 52870235 52931564 3p21.1
TKT ENSG00000163931 -4.64604654125016 -0.0673218988470873 3.38356698801027e-06 0.134360241198452 0.260409172161959 1.0344295848845e-09 3.22853359228525e-08 10 12 12 Brain_Spinal_cord_cervical_c-1 ENSG00000163931 3 53258728 53290068 3p21.1
TNNC1 ENSG00000114854 7.63271472672305 0.347502920539278 2.29861149927607e-14 0.0138737587680439 0.0253082070097889 0.0214056841977651 0.0593562373837895 11 12 12 Brain_Cerebellum ENSG00000114854 3 52485116 52488057 3p21.1
AC006252.1 ENSG00000243224 -5.62158749298452 -0.113372879748437 1.89210629554452e-08 0.0659941424852836 0.0408474935678753 0.0140925818632114 0.0780787880049818 20 21 21 Brain_Anterior_cingulate_cortex_BA24 ENSG00000243224 3 52273274 52275113 3p21.2
HEMK1 ENSG00000114735 6.01686262537722 0.134200377603865 1.7782986867563e-09 0.056433542885152 0.0492357539824579 0.00363625916347671 0.0190418490300857 13 14 14 Brain_Putamen_basal_ganglia ENSG00000114735 3 50606583 50633599 3p21.2
POC1A ENSG00000164087 -7.46589739235139 -0.198041088220116 8.27338000839079e-14 0.0389826784138189 0.0346361085527992 0.0151024257066481 0.0653409101979003 13 14 14 Brain_Putamen_basal_ganglia ENSG00000164087 3 52109242 52188706 3p21.2
PPM1M ENSG00000164088 -7.09459253536834 -0.0853337280514905 1.29733146279104e-12 0.197051684152354 0.250061754551596 1.84425266382313e-12 2.6345016029121e-11 22 24 24 Brain_Cerebellar_Hemisphere ENSG00000164088 3 52279775 52284615 3p21.2
PPM1M ENSG00000164088 -7.04748442739533 -0.164871858317894 1.82181207382172e-12 0.0532357654006116 0.112782683133538 0.000120849425476828 0.00140107496055312 11 11 11 Brain_Spinal_cord_cervical_c-1 ENSG00000164088 3 52279775 52284615 3p21.2
PPM1M ENSG00000164088 -5.6906098389268 -0.122264247787953 1.26586452270911e-08 0.0595199899976425 0.0432420755639547 0.0264099903694426 0.17092046680671 12 13 13 Brain_Substantia_nigra ENSG00000164088 3 52279775 52284615 3p21.2
PPM1M ENSG00000164088 -6.59619702693523 -0.0826942033863955 4.21838246737977e-11 0.178735618816517 0.273732094960459 4.39482607135945e-16 6.22902053098625e-15 13 14 14 Brain_Cerebellum ENSG00000164088 3 52279775 52284615 3p21.2
RPL29 ENSG00000162244 -5.93118108713537 -0.07830628580273 3.00763275011476e-09 0.182947264628064 0.0334311989699597 0.0187409369541323 0.0985927994991386 39 40 40 Brain_Hippocampus ENSG00000162244 3 52027538 52029911 3p21.2
RRP9 ENSG00000114767 -5.06228397572745 -0.124136541972627 4.14263347328699e-07 0.0483375354003498 0.0278561487444231 0.0321417166262308 0.154213432542712 14 16 16 Brain_Hippocampus ENSG00000114767 3 51967445 51975920 3p21.2
DALRD3 ENSG00000178149 4.88258213938647 0.111455908468135 1.04705600487156e-06 0.0602202235953893 0.0892072648389758 0.000238244163631923 0.00227463835010017 12 15 15 Brain_Anterior_cingulate_cortex_BA24 ENSG00000178149 3 49052921 49059726 3p21.31
HYAL2 ENSG00000068001 4.69832359737274 0.126350524285639 2.62305603854401e-06 0.0344874877339595 0.0523135678511783 0.00233082721438024 0.0126608640981071 5 6 6 Brain_Frontal_Cortex_BA9 ENSG00000068001 3 50355221 50360213 3p21.31
MST1R ENSG00000164078 5.67712083041888 0.0660629392632431 1.36980717441716e-08 0.221374574272393 0.282093070682304 3.98918457153687e-14 6.90571434252038e-13 25 29 29 Brain_Cerebellar_Hemisphere ENSG00000164078 3 49924435 49941306 3p21.31
MST1R ENSG00000164078 5.32962577541665 0.0887549965422641 9.84153442100361e-08 0.110462601562388 0.270646957470776 6.85266391615935e-16 9.49355756300431e-15 17 19 19 Brain_Cerebellum ENSG00000164078 3 49924435 49941306 3p21.31
MST1R ENSG00000164078 5.11630937371698 0.159505271559623 3.11571864426143e-07 0.0315514972102817 0.0598251764678557 0.00130659505205096 0.0101348238783493 10 11 11 Brain_Hypothalamus ENSG00000164078 3 49924435 49941306 3p21.31
MST1R ENSG00000164078 4.72529071565425 0.106079118932661 2.29786381717517e-06 0.0632709111594682 0.040981805444992 0.00721597674524945 0.0341780110812451 16 17 17 Brain_Frontal_Cortex_BA9 ENSG00000164078 3 49924435 49941306 3p21.31
MST1R ENSG00000164078 5.27779121617584 0.114593331361676 1.30750313636927e-07 0.0651041667858708 0.140840894328404 3.72925335592298e-08 4.23234883575454e-07 7 8 8 Brain_Nucleus_accumbens_basal_ganglia ENSG00000164078 3 49924435 49941306 3p21.31
MST1R ENSG00000164078 5.03723002718074 0.116033267759242 4.72317046859607e-07 0.0599800464352197 0.124092549109835 2.22044532204611e-07 1.92081786305555e-06 9 10 10 Brain_Cortex ENSG00000164078 3 49924435 49941306 3p21.31
PRKAR2A-AS1 ENSG00000224424 5.38307052892703 0.112525473428482 7.32258293901254e-08 0.0722188058795584 0.0292151886602673 0.0237231354827318 0.0745040702193343 19 20 20 Brain_Cerebellar_Hemisphere ENSG00000224424 3 48885005 48889414 3p21.31
SPINK8 ENSG00000229453 -4.54456030505216 -0.166249343969741 5.50500455608798e-06 0.0230001970390825 0.0234979119414586 0.0493316933922411 0.219082071445876 7 7 7 Brain_Hippocampus ENSG00000229453 3 48348332 48369831 3p21.31
WDR6 ENSG00000178252 -4.53535292451248 -0.0804747707992811 5.75072410492731e-06 0.0973846530172773 0.177902063110431 3.00615808301449e-10 3.69521598084831e-09 15 17 17 Brain_Cortex ENSG00000178252 3 49044495 49053386 3p21.31
TIMP4 ENSG00000157150 -4.91972309139862 -0.118442952545801 8.66667358743643e-07 0.0459867584164387 0.0790524548107189 0.000561265169306394 0.00487316599810111 16 17 17 Brain_Anterior_cingulate_cortex_BA24 ENSG00000157150 3 12194568 12200412 3p25.2
TIMP4 ENSG00000157150 -4.51550619887036 -0.0772646417252885 6.31656988030508e-06 0.10369533287834 0.11875636442719 4.18912350396161e-06 5.72297889247779e-05 24 26 26 Brain_Hypothalamus ENSG00000157150 3 12194568 12200412 3p25.2
TIMP4 ENSG00000157150 -5.58816422333055 -0.105283082116483 2.29482578544e-08 0.0800060353348931 0.0940574560434042 9.02721241126578e-06 7.23940255379143e-05 27 29 29 Brain_Nucleus_accumbens_basal_ganglia ENSG00000157150 3 12194568 12200412 3p25.2
IFT57 ENSG00000114446 4.96508848837373 0.200446790868168 6.86697525918694e-07 0.0181591613071716 0.0376673993647059 0.00486572000023036 0.0154885853858774 5 5 5 Brain_Cerebellum ENSG00000114446 3 107879659 107941282 3q13.12
AC117382.2 ENSG00000261758 7.04570832133982 0.0982227714384929 1.84520419550591e-12 0.157977973445842 0.153516014101083 8.23151865443706e-08 1.01863822779463e-06 15 17 17 Brain_Frontal_Cortex_BA9 ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 5.58757677057553 0.0723033146231792 2.3025997636335e-08 0.183206049130965 0.145737342042966 2.79678638874974e-07 4.63511124380617e-06 29 32 32 Brain_Hypothalamus ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 7.16403005539669 0.153098003737841 7.8339216834563e-13 0.0683057102920412 0.137255801785771 1.05328218275629e-07 1.0988487829311e-06 6 7 7 Brain_Caudate_basal_ganglia ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 5.37745703790368 0.109023099585898 7.55452316853339e-08 0.0755672889618424 0.0897208117930656 1.28260542018749e-05 8.39672616053521e-05 15 15 15 Brain_Cortex ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 6.35723419585093 0.159728494358315 2.05418692310097e-10 0.0506995437897462 0.0526785695625503 0.00101694252163113 0.00557574219964238 13 13 13 Brain_Nucleus_accumbens_basal_ganglia ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 5.18845661595788 0.092349330158398 2.12044147476161e-07 0.104111641695893 0.125386347481355 0.000111050009168063 0.00181934385860353 15 18 18 Brain_Substantia_nigra ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 6.99532183695502 0.121957003773395 2.64650699944426e-12 0.101243774103167 0.180910318621591 6.88257563458478e-07 1.30881766165874e-05 11 12 12 Brain_Spinal_cord_cervical_c-1 ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 5.46436519252534 0.0879042577881381 4.64566265543057e-08 0.117246171953917 0.157383404850338 3.24888147954474e-06 6.78827840369983e-05 23 24 24 Brain_Amygdala ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 7.16696596294003 0.0780353126052569 7.66780861410567e-13 0.266314306306739 0.28798374492982 1.08928284866781e-13 5.06260652820441e-12 24 25 25 Brain_Hippocampus ENSG00000261758 3 136471472 136474622 3q22.3
AC117382.2 ENSG00000261758 4.58644929219924 0.0734276288571975 4.50847838867684e-06 0.1210779789516 0.124207953699388 2.43661881604922e-06 2.54473203138343e-05 31 32 32 Brain_Putamen_basal_ganglia ENSG00000261758 3 136471472 136474622 3q22.3
NCK1-DT ENSG00000239213 5.40361640681123 0.132070368438522 6.53105369907531e-08 0.0525455815404857 0.0935189211937242 3.86327558236646e-05 0.000214516179742103 10 13 13 Brain_Cerebellar_Hemisphere ENSG00000239213 3 136554187 136581460 3q22.3
NCK1-DT ENSG00000239213 4.93583232488407 0.246930537053178 7.98096544940418e-07 0.0122757963247696 0.0430442506732837 0.0025761295422766 0.00865485518916902 4 5 5 Brain_Cerebellum ENSG00000239213 3 136554187 136581460 3q22.3
PCCB ENSG00000114054 7.90062782969929 0.179775203148208 2.7750208130092e-15 0.0600735975851657 0.073698855489938 0.000279025993055622 0.00187814298183155 9 9 9 Brain_Frontal_Cortex_BA9 ENSG00000114054 3 135969182 136056738 3q22.3
PCCB ENSG00000114054 7.50084659307024 0.228590583514027 6.34069635076423e-14 0.0327892231185164 0.0464192458745627 0.00877337247763347 0.0522139266574282 9 10 10 Brain_Anterior_cingulate_cortex_BA24 ENSG00000114054 3 135969182 136056738 3q22.3
PCCB ENSG00000114054 7.3004854063782 0.137090848982112 2.86731393442334e-13 0.0871181825138514 0.127562721520999 1.46509479658407e-07 1.30172091638944e-06 16 16 16 Brain_Cortex ENSG00000114054 3 135969182 136056738 3q22.3
PCCB ENSG00000114054 5.87014229688437 0.165047517315303 4.35421258299123e-09 0.0373424004688122 0.049823968615526 0.00298554945810896 0.0115375283099068 8 8 8 Brain_Cerebellar_Hemisphere ENSG00000114054 3 135969182 136056738 3q22.3
PCCB ENSG00000114054 6.77109624540086 0.121469485684693 1.27810209644457e-11 0.0973433797924503 0.119514633744251 7.9280511087356e-07 7.28668852344265e-06 23 23 23 Brain_Caudate_basal_ganglia ENSG00000114054 3 135969182 136056738 3q22.3
